,Incident ID,Incident Date,State,City or County,Killed,Injured
673,2348204,2022-07-04,Illinois,Chicago,0.0,5.0
674,2348167,2022-07-04,Virginia,Richmond,0.0,6.0
675,2348191,2022-07-03,Virginia,Manassas,0.0,4.0
676,2347373,2022-07-03,South Carolina,Mullins,0.0,4.0
677,2348303,2022-07-03,Arizona,Surprise,2.0,4.0
678,2348263,2022-07-03,Washington,Tacoma,0.0,4.0
679,2347060,2022-07-02,Texas,Haltom City,2.0,4.0
680,2347228,2022-07-02,New York,Corona (Queens),1.0,3.0
681,2347297,2022-07-02,North Carolina,Clinton,0.0,6.0
682,2346422,2022-07-01,Illinois,Chicago,0.0,4.0
683,2346406,2022-07-01,Mississippi,Greenwood,1.0,7.0
684,2345410,2022-07-01,Illinois,Chicago,2.0,3.0
685,2345144,2022-06-30,Kentucky,Allen,3.0,5.0
686,2344954,2022-06-30,New Jersey,Newark,0.0,9.0
687,2344008,2022-06-29,New Jersey,Jersey City,0.0,4.0
688,2344201,2022-06-29,Pennsylvania,Philadelphia,0.0,4.0
689,2341725,2022-06-27,North Carolina,Charlotte,0.0,5.0
690,2340458,2022-06-26,Georgia,Blakely,1.0,6.0
691,2340720,2022-06-26,Virginia,Sutherlin,1.0,7.0
692,2340685,2022-06-26,New Jersey,Paterson,0.0,5.0
693,2340473,2022-06-26,Texas,San Antonio,1.0,3.0
694,2340696,2022-06-26,Texas,Winona,0.0,5.0
695,2340409,2022-06-26,Washington,Tacoma,0.0,8.0
696,2340297,2022-06-25,New York,Brooklyn,0.0,4.0
697,2339761,2022-06-25,Texas,Houston,2.0,2.0
698,2340347,2022-06-25,Minnesota,Minneapolis,0.0,4.0
699,2339866,2022-06-24,Virginia,Hopewell,2.0,2.0
700,2338874,2022-06-24,Pennsylvania,Philadelphia,2.0,2.0
701,2338902,2022-06-23,Illinois,Chicago,1.0,3.0
702,2335052,2022-06-20,New York,New York (Manhattan),1.0,8.0
703,2335872,2022-06-20,New York,Staten Island,0.0,5.0
704,2334920,2022-06-19,District of Columbia,Washington,1.0,3.0
705,2334936,2022-06-19,Michigan,Detroit,1.0,3.0
706,2334374,2022-06-19,Michigan,Grand Rapids,0.0,4.0
707,2334512,2022-06-19,Florida,Miami,0.0,5.0
708,2334620,2022-06-19,South Carolina,Walterboro,2.0,2.0
709,2333675,2022-06-18,Florida,Pensacola,0.0,5.0
710,2334359,2022-06-18,Texas,San Antonio,2.0,5.0
711,2334096,2022-06-17,Maryland,Baltimore,0.0,4.0
712,2333667,2022-06-17,Illinois,Chicago,0.0,5.0
713,2333154,2022-06-16,California,Oakland,1.0,4.0
714,2328374,2022-06-12,California,Los Angeles,3.0,4.0
715,2328532,2022-06-12,Michigan,Roseville,0.0,4.0
716,2328265,2022-06-12,Indiana,Gary,2.0,4.0
717,2328215,2022-06-12,Indiana,Indianapolis,0.0,4.0
718,2328117,2022-06-12,Louisiana,New Orleans,0.0,4.0
719,2328342,2022-06-12,Colorado,Denver,2.0,4.0
720,2360288,2022-06-11,New Mexico,Alamogordo,0.0,4.0
721,2327598,2022-06-11,Michigan,Detroit,0.0,4.0
722,2327645,2022-06-11,Illinois,Chicago,1.0,4.0
723,2328482,2022-06-11,Georgia,Atlanta (College Park),0.0,7.0
724,2328108,2022-06-11,Tennessee,Antioch,2.0,2.0
725,2327991,2022-06-11,Kentucky,Louisville,0.0,6.0
726,2327247,2022-06-10,Georgia,Decatur,1.0,3.0
727,2325498,2022-06-09,Maryland,Smithsburg,3.0,2.0
728,2325328,2022-06-08,Arizona,Yuma,0.0,4.0
729,2323642,2022-06-07,Virginia,Portsmouth,4.0,0.0
730,2324475,2022-06-07,Illinois,Chicago,0.0,4.0
731,2324435,2022-06-07,Maryland,Baltimore,2.0,2.0
732,2324496,2022-06-07,Illinois,Chicago,0.0,4.0
733,2321772,2022-06-05,Michigan,Saginaw,3.0,1.0
734,2321440,2022-06-05,Arizona,Mesa,2.0,2.0
735,2321532,2022-06-05,Tennessee,Chattanooga,2.0,11.0
736,2321693,2022-06-05,Michigan,Grand Rapids,1.0,3.0
737,2322804,2022-06-05,South Carolina,Andrews,0.0,5.0
738,2321193,2022-06-04,Michigan,Ecorse,0.0,4.0
739,2321500,2022-06-04,Georgia,Macon,2.0,2.0
740,2320673,2022-06-04,Texas,El Paso (Socorro),0.0,5.0
741,2321266,2022-06-04,Pennsylvania,Philadelphia,2.0,10.0
742,2320618,2022-06-04,Arizona,Phoenix,1.0,8.0
743,2321593,2022-06-04,South Carolina,Summerton,1.0,7.0
744,2321698,2022-06-04,New York,Hempstead,1.0,3.0
745,2320361,2022-06-03,Virginia,Chester,1.0,5.0
746,2320862,2022-06-03,Nebraska,Omaha,1.0,3.0
747,2319567,2022-06-02,Texas,Centerville,5.0,0.0
748,2318310,2022-06-01,Oklahoma,Tulsa,4.0,0.0
749,2318046,2022-05-31,Texas,Waco,0.0,4.0
750,2316616,2022-05-30,Michigan,Benton Harbor,1.0,6.0
751,2315903,2022-05-30,Pennsylvania,Philadelphia,2.0,2.0
752,2317016,2022-05-30,South Carolina,Charleston,0.0,9.0
753,2315150,2022-05-29,Oklahoma,Taft,1.0,7.0
754,2315361,2022-05-29,Nevada,Henderson,0.0,7.0
755,2315892,2022-05-29,Illinois,Chicago,1.0,3.0
756,2316364,2022-05-29,Texas,Houston,0.0,4.0
757,2315605,2022-05-29,Arizona,Phoenix,1.0,5.0
758,2315074,2022-05-29,Illinois,Chicago,0.0,5.0
759,2314991,2022-05-28,Tennessee,Chattanooga,0.0,6.0
760,2315338,2022-05-28,California,Fresno,1.0,3.0
761,2315417,2022-05-28,Florida,Malabar,0.0,4.0
762,2315190,2022-05-28,Colorado,Colorado Springs,1.0,3.0
763,2315333,2022-05-28,California,Merced,1.0,3.0
764,2314951,2022-05-28,Tennessee,Memphis,0.0,4.0
765,2313988,2022-05-27,Alabama,Anniston,0.0,6.0
766,2313970,2022-05-27,Michigan,Stanwood,4.0,0.0
767,2312678,2022-05-25,Pennsylvania,Philadelphia,0.0,4.0
768,2310278,2022-05-24,Texas,Uvalde,21.0,17.0
769,2309711,2022-05-23,South Carolina,North Charleston,0.0,5.0
770,2311123,2022-05-23,Ohio,Cleveland,0.0,5.0
771,2308096,2022-05-21,Indiana,Goshen,1.0,3.0
772,2308395,2022-05-21,Washington,Tacoma,0.0,4.0
773,2308017,2022-05-20,California,Highland,1.0,8.0
774,2307631,2022-05-20,Florida,Kissimmee,1.0,3.0
775,2307813,2022-05-20,Louisiana,New Orleans,1.0,3.0
776,2307044,2022-05-19,Illinois,Chicago,2.0,7.0
777,2306277,2022-05-18,Pennsylvania,Philadelphia,0.0,5.0
778,2305208,2022-05-17,California,Palo Alto (East Palo Alto),1.0,3.0
779,2302847,2022-05-15,California,Laguna Woods,1.0,5.0
780,2303130,2022-05-15,North Carolina,Winston Salem (Winston-salem),0.0,7.0
781,2304029,2022-05-15,North Carolina,Elizabeth City,0.0,4.0
782,2302740,2022-05-15,Texas,Houston,2.0,3.0
783,2303337,2022-05-15,Texas,Amarillo,1.0,4.0
784,2301751,2022-05-14,New York,Buffalo,10.0,3.0
785,2354757,2022-05-13,Louisiana,Napoleonville,0.0,5.0
786,2301494,2022-05-13,Wisconsin,Milwaukee,0.0,11.0
787,2300713,2022-05-12,Arkansas,Hot Springs National Park (Hot Springs),1.0,3.0
788,2299660,2022-05-11,Illinois,Chicago,0.0,4.0
789,2299126,2022-05-11,Indiana,Indianapolis,0.0,5.0
790,2299793,2022-05-11,Missouri,Saint Louis,1.0,3.0
791,2300830,2022-05-11,New Jersey,Paterson,1.0,4.0
792,2298872,2022-05-10,Maryland,Baltimore,0.0,5.0
793,2298836,2022-05-10,Illinois,Chicago,1.0,4.0
794,2299407,2022-05-10,Illinois,Chicago,0.0,6.0
795,2298519,2022-05-10,Pennsylvania,Philadelphia,0.0,4.0
796,2298591,2022-05-10,Maryland,Baltimore,1.0,3.0
797,2299176,2022-05-10,Texas,Brookshire,1.0,3.0
798,2297823,2022-05-09,Michigan,Detroit,0.0,4.0
799,2298092,2022-05-09,Alabama,Tuscaloosa,0.0,5.0
800,2297261,2022-05-08,Georgia,Clarkston,3.0,3.0
801,2296191,2022-05-07,Kentucky,Lexington,2.0,3.0
802,2296224,2022-05-07,Florida,Miami,0.0,4.0
803,2296808,2022-05-07,Texas,Garland,2.0,2.0
804,2296037,2022-05-06,Louisiana,New Orleans,2.0,4.0
805,2296064,2022-05-05,Washington,Sunnyside,0.0,5.0
806,2294515,2022-05-03,Kansas,Cowley (county),0.0,4.0
807,2293603,2022-05-03,Louisiana,Baton Rouge,0.0,5.0
808,2294477,2022-05-03,Texas,Beaumont,0.0,5.0
809,2291712,2022-05-01,Louisiana,Lafayette,0.0,11.0
810,2291578,2022-05-01,Ohio,Springfield,1.0,4.0
811,2292452,2022-05-01,Florida,Tarpon Springs,0.0,6.0
812,2292613,2022-05-01,South Carolina,North Charleston,1.0,3.0
813,2291618,2022-04-30,Georgia,Atlanta,0.0,4.0
814,2291470,2022-04-30,Mississippi,Jackson,0.0,5.0
815,2291185,2022-04-29,Tennessee,Jackson,2.0,2.0
816,2290903,2022-04-29,Louisiana,New Orleans,0.0,6.0
817,2291534,2022-04-29,Mississippi,Laurel,0.0,4.0
818,2290026,2022-04-28,Alabama,Bessemer,1.0,3.0
819,2288928,2022-04-27,Illinois,Chicago,0.0,4.0
820,2288842,2022-04-27,Mississippi,Biloxi,4.0,0.0
821,2289610,2022-04-27,Texas,San Antonio,0.0,5.0
822,2289308,2022-04-27,Louisiana,Opelousas,2.0,3.0
823,2289382,2022-04-27,Arizona,Phoenix,0.0,4.0
824,2287581,2022-04-25,Alabama,Birmingham,1.0,3.0
825,2286363,2022-04-24,South Carolina,Myrtle Beach,1.0,3.0
826,2286061,2022-04-24,Indiana,Lafayette,2.0,3.0
827,2285772,2022-04-23,Illinois,Chicago,2.0,2.0
828,2285612,2022-04-23,North Carolina,Rocky Mount,0.0,4.0
829,2285860,2022-04-23,Georgia,Atlanta,0.0,5.0
830,2286089,2022-04-23,California,San Bernardino,1.0,4.0
831,2285158,2022-04-22,Virginia,Petersburg,1.0,5.0
832,2284819,2022-04-22,District of Columbia,Washington,0.0,4.0
833,2285242,2022-04-22,Ohio,Cincinnati,0.0,4.0
834,2285267,2022-04-21,Arkansas,Mountain View,4.0,0.0
835,2283535,2022-04-20,Minnesota,Duluth,4.0,0.0
836,2281171,2022-04-17,Pennsylvania,Philadelphia,0.0,4.0
837,2281541,2022-04-17,Oregon,Portland,1.0,3.0
838,2280875,2022-04-17,South Carolina,Furman,0.0,9.0
839,2281164,2022-04-17,California,Sacramento,1.0,3.0
840,2281483,2022-04-17,Florida,Miami,1.0,3.0
841,2280711,2022-04-17,Pennsylvania,Pittsburgh,2.0,9.0
842,2282256,2022-04-17,Louisiana,Baldwin,0.0,5.0
843,2280204,2022-04-16,South Carolina,Columbia,0.0,9.0
844,2280495,2022-04-16,Maryland,Baltimore,1.0,3.0
845,2281244,2022-04-16,Nevada,North Las Vegas,0.0,4.0
846,2281410,2022-04-16,Texas,Daingerfield,1.0,6.0
847,2280017,2022-04-16,New York,Syracuse,1.0,4.0
848,2280504,2022-04-15,California,Stockton,2.0,2.0
849,2276339,2022-04-12,New York,Brooklyn,0.0,10.0
850,2277011,2022-04-12,New York,Bronx,1.0,3.0
851,2275242,2022-04-10,Louisiana,Baton Rouge,0.0,4.0
852,2274790,2022-04-10,Iowa,Cedar Rapids,3.0,9.0
853,2274803,2022-04-10,Illinois,Elgin,2.0,4.0
854,2275283,2022-04-10,California,Willowbrook,2.0,5.0
855,2274783,2022-04-10,Indiana,Indianapolis,1.0,5.0
856,2274296,2022-04-09,Florida,Miami,0.0,4.0
857,2274855,2022-04-09,District of Columbia,Washington,0.0,4.0
858,2272394,2022-04-06,Pennsylvania,Philadelphia,0.0,4.0
859,2270747,2022-04-04,Kentucky,Covington,0.0,4.0
860,2270578,2022-04-04,Connecticut,Hartford,1.0,3.0
861,2269429,2022-04-03,New York,Buffalo,0.0,4.0
862,2269100,2022-04-03,Texas,Dallas,1.0,16.0
863,2269745,2022-04-03,California,San Francisco,2.0,2.0
864,2269082,2022-04-03,California,Sacramento,6.0,11.0
865,2268723,2022-04-02,North Carolina,Shelby,1.0,3.0
866,2268762,2022-04-02,Louisiana,Monroe,1.0,4.0
867,2269059,2022-04-02,Colorado,Colorado Springs,0.0,4.0
868,2269034,2022-04-02,Louisiana,Shreveport,1.0,3.0
869,2269259,2022-04-01,South Carolina,Walterboro,0.0,4.0
870,2264094,2022-03-26,California,Hollister,2.0,3.0
871,2265029,2022-03-26,Ohio,Cleveland,0.0,4.0
872,2263608,2022-03-25,Colorado,Colorado Springs,2.0,2.0
873,2260129,2022-03-22,California,Stockton,1.0,3.0
874,2259262,2022-03-21,Connecticut,Waterbury,0.0,4.0
875,2259413,2022-03-21,Illinois,Chicago,2.0,2.0
876,2258324,2022-03-20,Wisconsin,Milwaukee,0.0,4.0
877,2258156,2022-03-20,Texas,Austin,0.0,4.0
878,2258224,2022-03-20,Texas,Houston,1.0,3.0
879,2257316,2022-03-19,Virginia,Norfolk,3.0,2.0
880,2258012,2022-03-19,North Carolina,Fayetteville,3.0,3.0
881,2257739,2022-03-19,Arkansas,Dumas,1.0,26.0
882,2257674,2022-03-19,Virginia,Madison Heights,1.0,4.0
883,2258182,2022-03-19,Texas,Dallas,1.0,9.0
884,2256453,2022-03-18,Texas,Fort Worth,1.0,3.0
885,2257778,2022-03-18,Louisiana,New Iberia,0.0,5.0
886,2257132,2022-03-17,Michigan,Lansing,0.0,4.0
887,2256398,2022-03-17,Illinois,Chicago,0.0,4.0
888,2255816,2022-03-17,Florida,Fort Lauderdale,2.0,2.0
889,2255832,2022-03-16,New Jersey,Irvington,1.0,3.0
890,2256080,2022-03-16,New Jersey,Irvington,1.0,3.0
891,2254579,2022-03-15,Alabama,Ozark,0.0,5.0
892,2253714,2022-03-14,Pennsylvania,Reading,1.0,3.0
893,2252873,2022-03-13,Illinois,Chicago,0.0,7.0
894,2252500,2022-03-13,New York,Rochester,2.0,2.0
895,2252792,2022-03-13,South Carolina,Columbia,1.0,4.0
896,2252719,2022-03-12,Maryland,Baltimore,3.0,1.0
897,2253654,2022-03-12,Alabama,Autaugaville,1.0,3.0
898,2251416,2022-03-11,Ohio,Columbus,2.0,2.0
899,2250540,2022-03-09,Colorado,Aurora,1.0,3.0
900,2250151,2022-03-08,Florida,Jacksonville,1.0,4.0
901,2249608,2022-03-07,Tennessee,Knoxville,0.0,4.0
902,2247617,2022-03-06,Minnesota,Minneapolis,1.0,3.0
903,2248066,2022-03-06,Pennsylvania,Hazleton,1.0,4.0
904,2247842,2022-03-06,Kentucky,Louisville,0.0,4.0
905,2247828,2022-03-06,Texas,Lubbock,0.0,4.0
906,2247622,2022-03-06,South Carolina,Chester,2.0,3.0
907,2248613,2022-03-06,Louisiana,Monroe,0.0,4.0
908,2247747,2022-03-05,Arizona,Glendale,1.0,3.0
909,2247025,2022-03-05,Georgia,Atlanta,0.0,4.0
910,2246387,2022-03-03,Nevada,Las Vegas,1.0,6.0
911,2245620,2022-03-02,Maryland,Baltimore,1.0,3.0
912,2243861,2022-02-28,California,Sacramento,4.0,0.0
913,2243285,2022-02-27,Louisiana,Alexandria,0.0,4.0
914,2242345,2022-02-26,South Carolina,North Charleston,1.0,3.0
915,2242153,2022-02-26,Nevada,Las Vegas,1.0,13.0
916,2244673,2022-02-26,Louisiana,Bogalusa,0.0,9.0
917,2241857,2022-02-25,Louisiana,Baton Rouge,2.0,2.0
918,2241299,2022-02-24,Texas,San Antonio,0.0,4.0
919,2238575,2022-02-21,Minnesota,Saint Paul,1.0,3.0
920,2238165,2022-02-20,Iowa,Des Moines,0.0,4.0
921,2238657,2022-02-20,Nebraska,Omaha,0.0,4.0
922,2238403,2022-02-20,Oregon,Portland,1.0,3.0
923,2238312,2022-02-20,Mississippi,Mccomb,1.0,2.0
924,2237697,2022-02-19,Oregon,Portland,1.0,5.0
925,2237593,2022-02-19,Missouri,Charleston,2.0,14.0
926,2237196,2022-02-19,California,Turlock,0.0,7.0
927,2237058,2022-02-19,North Carolina,Durham,2.0,2.0
928,2236857,2022-02-18,Maryland,Temple Hills (Marlow Heights),2.0,2.0
929,2236155,2022-02-17,Pennsylvania,Philadelphia,0.0,4.0
930,2235778,2022-02-17,Texas,Houston,0.0,5.0
931,2235366,2022-02-16,Florida,Miami,1.0,3.0
932,2234868,2022-02-15,Illinois,Joliet,1.0,3.0
933,2232854,2022-02-13,Wisconsin,Racine,0.0,5.0
934,2232351,2022-02-12,Tennessee,Murfreesboro,1.0,4.0
935,2232287,2022-02-12,California,West Hollywood,0.0,4.0
936,2232476,2022-02-12,Arkansas,Little Rock,1.0,3.0
937,2231921,2022-02-11,Missouri,Springfield,0.0,4.0
938,2231371,2022-02-11,Arizona,Phoenix,1.0,9.0
939,2227759,2022-02-06,Florida,Fort Lauderdale,0.0,4.0
940,2228979,2022-02-06,Illinois,Romeoville,0.0,5.0
941,2228510,2022-02-06,California,Fresno,2.0,2.0
942,2228660,2022-02-06,North Carolina,Wilmington,0.0,4.0
943,2227058,2022-02-05,Texas,Corsicana,7.0,0.0
944,2227187,2022-02-05,New Mexico,Las Cruces,1.0,3.0
945,2227035,2022-02-04,Virginia,Blacksburg,1.0,4.0
946,2225493,2022-02-02,California,Oroville,1.0,4.0
947,2224788,2022-02-01,Wisconsin,Milwaukee,0.0,5.0
948,2224013,2022-01-31,North Carolina,Raleigh,1.0,3.0
949,2222953,2022-01-30,Florida,Winter Haven,1.0,3.0
950,2223019,2022-01-30,Georgia,Augusta,1.0,3.0
951,2222557,2022-01-29,Missouri,Saint Louis,3.0,1.0
952,2222383,2022-01-29,Georgia,Atlanta,1.0,3.0
953,2222766,2022-01-29,California,Bakersfield,0.0,4.0
954,2220985,2022-01-27,District of Columbia,Washington,1.0,4.0
955,2217882,2022-01-23,California,Inglewood,4.0,1.0
956,2218159,2022-01-23,Wisconsin,Milwaukee,6.0,0.0
957,2215955,2022-01-19,Maryland,Baltimore,3.0,1.0
958,2215256,2022-01-19,Louisiana,New Orleans,0.0,4.0
959,2214013,2022-01-18,Florida,Miami,0.0,4.0
960,2214306,2022-01-17,Texas,San Antonio,1.0,4.0
961,2213456,2022-01-16,Georgia,Savannah,1.0,3.0
962,2212203,2022-01-15,Tennessee,Knoxville,0.0,4.0
963,2212018,2022-01-15,Georgia,Brunswick,1.0,5.0
964,2211746,2022-01-14,Oregon,Eugene,0.0,6.0
965,2210480,2022-01-13,New York,Brooklyn,1.0,3.0
966,2209840,2022-01-12,Illinois,Chicago,0.0,4.0
967,2207435,2022-01-09,California,Fresno,0.0,4.0
968,2207931,2022-01-09,California,Los Angeles,1.0,4.0
969,2207469,2022-01-09,Alabama,Montgomery,1.0,6.0
970,2207406,2022-01-09,Colorado,Colorado Springs,2.0,3.0
971,2206813,2022-01-08,Texas,Houston,1.0,3.0
972,2205024,2022-01-04,Mississippi,Jackson,1.0,3.0
973,2202976,2022-01-02,Texas,Corsicana,2.0,2.0
974,2202727,2022-01-02,Texas,San Antonio,2.0,2.0
975,2202025,2022-01-01,Missouri,Columbia,0.0,4.0
976,2202001,2022-01-01,Illinois,Peoria,2.0,2.0
977,2201629,2022-01-01,Pennsylvania,Philadelphia,1.0,4.0
978,2201641,2022-01-01,Wisconsin,Kenosha,1.0,3.0
979,2201876,2022-01-01,South Carolina,Dillon,0.0,5.0
980,2201848,2022-01-01,Indiana,South Bend,0.0,4.0
981,2201677,2022-01-01,Colorado,Denver,2.0,2.0
982,2201535,2021-12-31,Maryland,Capitol Heights,0.0,4.0
983,2201716,2021-12-31,Mississippi,Gulfport,3.0,4.0
984,2201216,2021-12-31,California,Los Angeles,0.0,6.0
985,2200968,2021-12-30,Pennsylvania,Philadelphia,0.0,6.0
986,2201052,2021-12-30,Missouri,Kirksville,2.0,2.0
987,2198521,2021-12-27,Colorado,Denver,6.0,2.0
988,2198014,2021-12-27,Ohio,Youngstown,1.0,3.0
989,2200720,2021-12-27,Alabama,Mobile,1.0,3.0
990,2198071,2021-12-26,New York,Buffalo,0.0,4.0
991,2197391,2021-12-26,Texas,Garland,3.0,1.0
992,2197178,2021-12-26,Virginia,Clear Brook,1.0,4.0
993,2197421,2021-12-26,Mississippi,Fayette,1.0,6.0
994,2197328,2021-12-26,Pennsylvania,Philadelphia,0.0,4.0
995,2196827,2021-12-25,Louisiana,Lafayette,0.0,4.0
996,2196434,2021-12-24,Georgia,Roswell,1.0,3.0
997,2196839,2021-12-24,New York,Brooklyn,0.0,4.0
998,2196267,2021-12-24,Pennsylvania,Pittsburgh,0.0,6.0
999,2193049,2021-12-19,Illinois,Lovejoy (Brooklyn),1.0,3.0
1000,2191683,2021-12-17,Virginia,Portsmouth,0.0,4.0
1001,2191752,2021-12-17,Maryland,Baltimore,1.0,3.0
1002,2192046,2021-12-17,Maryland,Baltimore,1.0,4.0
1003,2191479,2021-12-16,Alabama,Troy,0.0,4.0
1004,2188999,2021-12-13,California,Fresno,0.0,4.0
1005,2188260,2021-12-13,North Carolina,Durham,2.0,4.0
1006,2188843,2021-12-13,Pennsylvania,Philadelphia,0.0,4.0
1007,2187939,2021-12-12,Mississippi,Bolton,0.0,6.0
1008,2190367,2021-12-12,Florida,Tampa,0.0,5.0
